case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
402964,multi,62365,MN,Wright,45.25749969,-93.78839874,92600,20220310,4,Wright Kirby 1-5 (CSG),2019,MISO,PV,c-si,single-axis,180,,,5,7,greenfield,non-agrivoltaic,0.142344
402893,multi,62210,MN,Dakota,44.54199982,-92.97170258,93358,20220313,4,Felton (CSG) PV1-5,2019,MISO,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,0.0038591
402892,multi,62209,MN,Dakota,44.52709961,-92.97180176,93795,20220313,4,Randolph (CSG) PV1-5,2019,MISO,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.0036663
402796,single,62062,MN,Isanti,45.45849991,-93.2723999,123941,20220401,4,Athens MN CONX,2018,MISO,PV,c-si,fixed-tilt,180,,,6.62,8.8,greenfield,non-agrivoltaic,0.0358054
402774,single,62037,MN,Winona,44.11489868,-91.79129791,89591,20210616,4,Rollingstone Holdco (CSG),2019,MISO,PV,c-si,fixed-tilt,180,30,,4.8,7,greenfield,non-agrivoltaic,0.201243
402770,multi,62031,MN,Sherburne,45.49509811,-94.11779785,89384,20201012,4,Nautilus Saint Cloud Solar (CSG),2019,MISO,PV,c-si,fixed-tilt,180,20,,5,6.8,greenfield,non-agrivoltaic,0.153533
402724,multi,61971,MN,Hennepin,45.09749985,-93.64530182,94364,20200906,4,Corcoran (CSG),2019,MISO,PV,c-si,fixed-tilt,180,30,,5,7,greenfield,non-agrivoltaic,0.109561
402685,multi,61919,MN,Goodhue,44.50630188,-92.35980225,78881,20180917,4,"Frontenac Holdco, LLC, (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,0,,5,7.2,greenfield,non-agrivoltaic,0.506166
402651,single,61870,MN,Yellow Medicine,44.89659882,-95.69439697,139104,20211018,4,"Montevideo Solar, LLC, (CSG)",2019,MISO,PV,c-si,single-axis,180,30,,5,7.5,greenfield,non-agrivoltaic,-0.360546
401778,single,60534,MN,Carver,44.79330063,-93.90110016,216546,20220620,4,West Waconia Solar,2016,MISO,PV,c-si,single-axis,180,16,,8.5,12.2,greenfield,es,-0.304346
401777,single,60533,MN,Rice,44.27429962,-93.3105011,145797,20220609,4,West Faribault Solar,2016,MISO,PV,c-si,single-axis,180,0,,5.5,7.9,greenfield,es,-0.354319
401776,single,60532,MN,Waseca,44.0923996,-93.53309631,284130,20220319,4,Waseca Solar,2016,MISO,PV,c-si,single-axis,180,25,,10,15.9,greenfield,es,-0.313133
401774,multi,60530,MN,Stearns,45.39369965,-94.72509766,275280,20210715,4,Paynesville Solar,2016,MISO,PV,c-si,single-axis,180,0,,10,15.2,greenfield,"grazing,es",-0.330388
401768,single,60524,MN,Blue Earth,44.15459824,-93.91660309,144697,20211030,4,Eastwood Solar,2016,MISO,PV,c-si,single-axis,180,15,,5.5,8.2,greenfield,es,-0.296665
401767,single,60523,MN,Dodge,44.0265007,-92.8812027,176951,20210713,4,Dodge Center Solar,2016,MISO,PV,c-si,single-axis,180,17,,6.5,9.9,greenfield,es,-0.313425
401766,single,60522,MN,Chisago,45.45240021,-92.90190125,177544,20191231,4,Chisago Solar,2016,MISO,PV,c-si,single-axis,180,16,,6.5,9.6,greenfield,"grazing,es",-0.35696
401763,multi,60519,MN,Stearns,45.64080048,-94.60369873,277393,20210715,4,Albany Solar,2016,MISO,PV,c-si,single-axis,180,0,,10,15.2,greenfield,"grazing,es",-0.340145
401337,multi,59852,MN,Chisago,45.48619843,-92.89019775,3112889,20211110,4,North Star Solar Project,2016,MISO,PV,c-si,single-axis,180,20,,100,138,greenfield,non-agrivoltaic,-0.582899
402398,single,61505,MN,Goodhue,44.26689911,-92.66940308,22384,20180908,4,Huneke I (CSG),2018,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.160383
402509,single,61645,MN,Waseca,43.92630005,-93.48560333,18642,20220319,4,Altair Community Solar Garden,2019,MISO,PV,thin-film,fixed-tilt,180,20,,1,1.5,greenfield,non-agrivoltaic,0.255311
402513,multi,61651,MN,Stearns,45.39929962,-94.71640015,22207,20210715,4,Capricornus Community Solar Garden,2019,MISO,PV,thin-film,fixed-tilt,180,0,,1,1.5,greenfield,non-agrivoltaic,-0.0443523
402547,multi,61704,MN,Pope,45.65330124,-95.33930206,23655,20220912,4,Aquila Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,,,1,1.5,greenfield,non-agrivoltaic,-0.140273
402554,multi,61711,MN,Pope,45.64749908,-95.32810211,22848,20220912,4,Cassiopeia Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,,,1,1.5,greenfield,non-agrivoltaic,-0.0883142
402723,multi,61968,MN,Chisago,45.38600159,-92.79650116,47178,20211010,4,"Chisago Holdco, LLC, (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,21,,3,3.9,greenfield,non-agrivoltaic,0.306399
402735,multi,61983,MN,Washington,44.79130173,-92.8710022,86914,20220504,4,Cottage Grove Project (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,4.9,6.4,greenfield,non-agrivoltaic,0.0969222
402769,single,62030,MN,Chisago,45.33560181,-92.81600189,45570,20211010,4,Nautilus Lindstrom Solar (CSG),2019,MISO,PV,c-si,fixed-tilt,180,,,2,2.8,greenfield,non-agrivoltaic,-0.185919
402778,multi,62042,MN,Benton,45.59080124,-94.1391983,22326,20201012,4,USS Solar Rapids (CSG),2019,MISO,PV,c-si,single-axis,180,20,,1,1,greenfield,non-agrivoltaic,-0.572251
402781,multi,62045,MN,Chisago,45.47309875,-92.89250183,26514,20200914,4,USS Norelius Solar (CSG),2019,MISO,PV,c-si,single-axis,180,,,1,1,greenfield,non-agrivoltaic,-0.73638
402783,multi,62047,MN,Benton,45.63570023,-94.05370331,27364,20220327,4,USS JJ Solar (CSG),2019,MISO,PV,c-si,single-axis,180,20,,1,1,greenfield,es,-0.763559
402785,multi,62049,MN,Stearns,45.68180084,-94.21299744,22627,20220717,4,USS Brockway Solar (CSG),2019,MISO,PV,c-si,single-axis,180,0,,1,1,greenfield,es,-0.586074
402787,single,62053,MN,Dodge,44.04560089,-92.88009644,21440,20220313,4,Syncarpha Dodge 1 (CSG),2019,MISO,PV,c-si,single-axis,180,0,,1,1.3,greenfield,non-agrivoltaic,-0.204701
402845,single,62138,MN,McLeod,44.94540024,-94.07240295,26215,20220620,4,Barone (CSG),2018,MISO,PV,c-si,fixed-tilt,179,,,1,1.4,greenfield,non-agrivoltaic,-0.372423
402849,single,62143,MN,Washington,44.80270004,-92.99639893,24793,20220905,4,MSC-GreyCloud 01 Community Solar,2019,MISO,PV,c-si,single-axis,180,45,,1,1.5,greenfield,non-agrivoltaic,-0.207795
402850,single,62144,MN,Washington,45.28860092,-92.88230133,22581,20210124,4,MSC-Scandia 01 (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.5,greenfield,non-agrivoltaic,-0.0703057
402853,single,62148,MN,Freeborn,43.667099,-93.29759979,34737,20220609,4,Goose Lake MN DPC-GM,2019,MISO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-0.342446
402877,single,62193,MN,Waseca,44.11029816,-93.50289917,26174,20220319,4,Winegar (CSG),2018,MISO,PV,c-si,fixed-tilt,181,,,1,1.4,greenfield,non-agrivoltaic,-0.370482
402557,single,61715,MN,Kandiyohi,45.40430069,-94.83100128,21314,20210715,4,Deneb Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,10,,1,1.5,greenfield,non-agrivoltaic,0.0213005
402946,single,62334,MN,Scott,44.62670136,-93.60919952,11541,20210825,4,USS Hockey Pad Solar (CSG),2019,MISO,PV,c-si,single-axis,180,0,,1,1,greenfield,non-agrivoltaic,0.398775
402549,single,61706,MN,Murray,43.98080063,-95.7677002,44650,20211227,4,Auriga Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,,,1,1.5,greenfield,non-agrivoltaic,-0.831989
402827,single,62105,MN,Wright,45.27220154,-93.82820129,141816,20220310,4,Monticello Project (CSG),2018,MISO,PV,c-si,single-axis,180,0,,5,6.7,greenfield,non-agrivoltaic,-0.515333
402616,single,61817,MN,Sherburne,45.3362999,-93.79180145,60871,20220310,4,Big Lake Project (CSG),2018,MISO,PV,c-si,single-axis,180,0,,5,6.9,greenfield,non-agrivoltaic,1.01834
402434,single,61547,MN,Wright,45.21310043,-93.71849823,85658,20220408,4,"WrightSun (CSG), LLC",2018,MISO,PV,thin-film,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,0.149053
401771,single,60527,MN,Wright,45.1957016,-93.81220245,219735,20220310,4,Lake Pulaski Solar,2016,MISO,PV,c-si,single-axis,180,0,,7.5,10.9,greenfield,es,-0.460563
402529,single,61680,MN,Wright,45.21089935,-93.88269806,176789,20220327,4,Tatanka Wi,2017,MISO,PV,c-si,single-axis,180,0,,7.11,8.7,greenfield,non-agrivoltaic,-0.469703
401764,single,60520,MN,Wright,45.24819946,-94.10890198,173223,20221012,4,Annandale Solar,2016,MISO,PV,c-si,single-axis,180,20,,6,9.1,greenfield,es,-0.392632
402821,single,62098,MN,Sherburne,45.43460083,-94.04029846,130755,20220327,4,Tiller (CSG),2018,MISO,PV,c-si,single-axis,180,0,,5,6.3,greenfield,non-agrivoltaic,-0.493586
402527,single,61672,MN,Sherburne,45.43809891,-94.04519653,109992,20220327,4,Sherburne Community Solar,2018,MISO,PV,c-si,single-axis,180,24,,5,7,greenfield,non-agrivoltaic,-0.13495
402318,single,61384,MN,Stearns,45.47750092,-94.12159729,114848,20201012,4,St. Cloud Solar (CSG),2018,MISO,PV,c-si,fixed-tilt,180,20,,5,5,greenfield,non-agrivoltaic,-0.601366
402584,single,61762,MN,Sherburne,45.49950027,-94.11250305,147966,20201012,4,Sherburne North Project (CSG),2018,MISO,PV,c-si,single-axis,180,25,,5,7,greenfield,non-agrivoltaic,-0.513852
402165,single,61139,MN,Sherburne,45.55649948,-94.11730194,68081,20220717,4,Marmas Solar (CSG),2018,MISO,PV,thin-film,fixed-tilt,180,30,,4,4,PCSC,non-agrivoltaic,-0.248333
402038,single,60919,MN,Scott,44.79650116,-93.4367981,21979,20220805,4,Shakopee Met Council WTP,2016,MISO,PV,c-si,fixed-tilt,180,30,,1.3,1.6,greenfield,non-agrivoltaic,0.0774527
401765,single,60521,MN,Kandiyohi,45.14099884,-94.7684021,113224,20210715,4,Atwater Solar,2016,MISO,PV,c-si,single-axis,180,15,,4,5.9,greenfield,es,-0.402476
401769,single,60525,MN,Washington,44.75920105,-92.82489777,126760,20220617,4,Hastings Solar,2016,MISO,PV,c-si,single-axis,180,30,,4.5,6.8,greenfield,es,-0.366852
401770,single,60526,MN,Le Sueur,44.32040024,-93.90409851,125098,20211030,4,Lake Emily Solar,2016,MISO,PV,c-si,single-axis,180,0,,4.5,6.6,greenfield,es,-0.387407
402066,single,60962,MN,Le Sueur,44.31719971,-93.89759827,53524,20211030,4,Red Maple Solar,2018,MISO,PV,c-si,single-axis,180,0,,3,3.9,greenfield,non-agrivoltaic,0.0790244
401772,single,60528,MN,Chisago,45.40250015,-92.69400024,100922,20211110,4,Lawrence Creek Solar,2016,MISO,PV,c-si,single-axis,180,0,,3.5,5.3,greenfield,"grazing,es",-0.393041
401773,single,60529,MN,Wright,45.05580139,-93.92310333,95908,20220327,4,Montrose Solar,2016,MISO,PV,c-si,single-axis,180,20,,3.5,5,greenfield,"grazing,es",-0.401914
401775,single,60531,MN,Goodhue,44.20510101,-92.66400146,117887,20220924,4,Pine Island Solar,2016,MISO,PV,c-si,single-axis,180,0,,4,6.5,greenfield,es,-0.332219
401839,single,60632,MN,Scott,44.79700089,-93.43990326,54453,20220805,4,Blue Lake Solar,2016,MISO,PV,c-si,fixed-tilt,180,28,,3,3.9,greenfield,non-agrivoltaic,0.0501857
401849,single,60652,MN,Wright,45.11489868,-93.81390381,54970,20200626,4,Dickinson Solar Array,2016,MISO,PV,c-si,fixed-tilt,180,0,,2.3,2.6,greenfield,non-agrivoltaic,-0.514075
401873,multi,60694,MN,Stearns,45.47389984,-94.40640259,66452,20220620,4,"Wake Sun, LLC",2017,MISO,PV,c-si,fixed-tilt,180,0,,3,4.1,greenfield,non-agrivoltaic,-0.180009
401874,single,60695,MN,Carver,44.76490021,-93.85700226,110228,20220620,4,"BentonSun, LLC",2016,MISO,PV,c-si,fixed-tilt,180,20,,5,6.9,greenfield,non-agrivoltaic,-0.159157
401949,single,60795,MN,Chisago,45.39080048,-92.76509857,80618,20200927,4,Eichtens Community Solar,2016,MISO,PV,c-si,fixed-tilt,180,,,3.9,4.8,greenfield,non-agrivoltaic,-0.230087
401950,single,60796,MN,Goodhue,44.54579926,-92.5109024,100961,20220929,4,Red Wing Community Solar,2016,MISO,PV,c-si,fixed-tilt,180,0,,4.9,6.1,greenfield,non-agrivoltaic,-0.209688
401977,single,60832,MN,Dakota,44.6216011,-93.13400269,92027,20220829,4,Farmington Holdco Solar,2017,MISO,PV,c-si,fixed-tilt,180,,,5,6.2,greenfield,"grazing,es",-0.048406
401979,single,60834,MN,Olmsted,44.02410126,-92.59159851,104176,20220924,4,Hwy 14 Holdco Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,5,6.7,greenfield,non-agrivoltaic,-0.119331
401980,single,60835,MN,Goodhue,44.21590042,-92.65910339,74451,20180908,4,Pine Island Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,3.9,4.8,greenfield,non-agrivoltaic,-0.115673
401983,single,60838,MN,Wabasha,44.36750031,-92.01979828,61977,20200816,4,Wabasha Holdco Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,3,4.1,greenfield,non-agrivoltaic,-0.0766611
402046,single,60935,MN,Dakota,44.69210052,-92.81710052,17166,20220822,4,GRE Marshan Solar,2017,MISO,PV,c-si,fixed-tilt,180,25,,1,1.2,greenfield,es,0.010382
402064,single,60958,MN,Carver,44.93650055,-93.83450317,118429,20220620,4,Nesvold Watertown Solar,2018,MISO,PV,c-si,fixed-tilt,180,30,,5,7,greenfield,es,-0.24013
402069,single,60966,MN,Carver,44.80099869,-93.91159821,97996,20220620,4,Lind Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,4.9,6.1,greenfield,non-agrivoltaic,-0.167279
402072,single,60971,MN,Stearns,45.66989899,-94.70819855,94441,20210715,4,Michael Solar,2017,MISO,PV,c-si,fixed-tilt,180,25,,3,4.2,greenfield,es,-0.579642
402123,single,61059,MN,Douglas,45.85129929,-95.14790344,132075,20220912,4,Novel OYA of Osakis (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,5,7.2,greenfield,non-agrivoltaic,-0.346674
402127,single,61072,MN,Steele,44.08259964,-93.28510284,155404,20220609,4,Lemond Solar,2017,MISO,PV,c-si,single-axis,180,30,,5,6.6,greenfield,non-agrivoltaic,-0.626092
402164,multi,61138,MN,Pope,45.64220047,-95.35810089,72296,20220912,4,Armstrong Solar,2018,MISO,PV,c-si,fixed-tilt,180,0,,3,3.7,greenfield,non-agrivoltaic,-0.424065
402166,single,61140,MN,Faribault,43.84700012,-93.83750153,36815,20210429,4,"CF Novel Solar (CSG) Gardens Two, LLC",2017,MISO,PV,thin-film,fixed-tilt,180,0,,1.8,2.2,greenfield,non-agrivoltaic,-0.225025
402167,single,61141,MN,Le Sueur,44.24119949,-93.96209717,51049,20211030,4,"CF Novel Solar (CSG) Gardens Eleven, LLC",2017,MISO,PV,thin-film,fixed-tilt,180,25,,3,3.6,greenfield,es,0.0246458
402202,single,61203,MN,Stearns,45.43009949,-94.42690277,122364,20220620,4,"Lahr 1, LLC",2018,MISO,PV,c-si,fixed-tilt,180,0,,5,7.1,greenfield,es,-0.265267
402302,single,61363,MN,Dakota,44.7262001,-93.02279663,135514,20220905,4,Equuleus Community Solar Gardens,2017,MISO,PV,c-si,fixed-tilt,180,,,5,7.5,greenfield,non-agrivoltaic,-0.327411
401886,single,60714,MN,Dakota,44.72219849,-93.02220154,122314,20191231,4,Rosemount Community Solar,2016,MISO,PV,thin-film,fixed-tilt,185,,,4.5,6.5,greenfield,non-agrivoltaic,-0.378516
402314,single,61380,MN,Pipestone,43.91220093,-96.18720245,106822,20220622,4,Johnson Solar (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,5,5,greenfield,non-agrivoltaic,-0.525482
402315,single,61381,MN,Blue Earth,44.18270111,-93.87539673,133856,20220312,4,Koppelman Sun (CSG),2017,MISO,PV,c-si,fixed-tilt,180,30,,5,7.5,greenfield,non-agrivoltaic,-0.311507
402316,single,61382,MN,Chisago,45.31969833,-92.79799652,68957,20200927,4,Lindstrom Solar (CSG),2018,MISO,PV,thin-film,fixed-tilt,180,0,,3,3,greenfield,non-agrivoltaic,-0.602072
402317,single,61383,MN,Nicollet,44.25889969,-94.28890228,124481,20190423,4,Rengstorf Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7.5,greenfield,non-agrivoltaic,-0.213613
402342,single,61426,MN,Chisago,45.40029907,-92.67720032,100158,20200927,4,Gopher (CSG),2018,MISO,PV,c-si,fixed-tilt,180,20,,5,7.2,greenfield,es,0.0563339
402343,single,61427,MN,Stearns,45.46080017,-94.51309967,111985,20210715,4,Richmond (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7,greenfield,es,-0.161225
402344,single,61428,MN,Chisago,45.39160156,-92.68509674,94091,20211010,4,Taylors Falls (CSG),2018,MISO,PV,c-si,fixed-tilt,180,20,,5,7.2,greenfield,es,0.163866
402358,single,61451,MN,Rice,44.46860123,-93.12339783,99059,20220313,4,Northfield Holdco (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7,greenfield,non-agrivoltaic,0.0279975
402359,single,61452,MN,Dakota,44.4754982,-93.20079803,47434,20220313,4,Waterford Holdco (CSG),2017,MISO,PV,c-si,fixed-tilt,180,25,,2.7,3.8,greenfield,non-agrivoltaic,0.247141
401889,single,60717,MN,Dakota,44.47570038,-93.1977005,70844,20211220,4,Northfield Community Solar,2016,MISO,PV,thin-film,fixed-tilt,185,,,4.5,6.5,greenfield,non-agrivoltaic,0.517165
402360,single,61453,MN,Hennepin,45.07120132,-93.6434021,125034,20200906,4,B.R. Corcoran (CSG),2017,MISO,PV,c-si,fixed-tilt,180,25,,5,7,greenfield,non-agrivoltaic,-0.312565
402361,single,61454,MN,Stearns,45.66519928,-94.22450256,55523,20210715,4,B.R. Sartell (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,3,4.2,greenfield,"grazing,es",0.143513
402362,single,61455,MN,Benton,45.62530136,-94.07820129,121588,20220327,4,B.R. Sauk Rapids (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,5,7,greenfield,non-agrivoltaic,-0.275755
402363,single,61456,MN,McLeod,44.95059967,-94.05460358,80077,20220620,4,Montgomery Winsted (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,3,4.2,greenfield,non-agrivoltaic,-0.394578
402380,single,61478,MN,Dakota,44.65439987,-93.11119843,101094,20220829,4,"SunE Feely 1 (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.119741
402381,single,61483,MN,Washington,44.8429985,-92.8710022,106238,20220617,4,"Cottage Grove (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,20,,5,6.5,greenfield,non-agrivoltaic,-0.191964
402390,multi,61494,MN,Wright,45.18360138,-93.73349762,80254,20220408,4,Wright Cuddyer (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,4,5.6,greenfield,non-agrivoltaic,0.0074317
402396,single,61500,MN,Carver,44.86489868,-93.86060333,61530,20220327,4,Porter Way Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,0,,3,3.9,greenfield,non-agrivoltaic,-0.140918
402397,single,61504,MN,Steele,44.12530136,-93.28500366,23389,20200821,4,RJC I (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.222729
402399,single,61506,MN,Renville,44.79560089,-95.20079803,25930,20210724,4,Krause (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.358806
402430,single,61542,MN,Pope,45.64599991,-95.53230286,18170,20220912,4,"PopeSun (CSG), LLC",2017,MISO,PV,c-si,fixed-tilt,180,25,,5,6.2,greenfield,non-agrivoltaic,6.3045902
402432,single,61544,MN,Le Sueur,44.21289825,-93.54889679,109944,20220319,4,"LeSun (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,20,,5,7.1,greenfield,non-agrivoltaic,-0.113205
402433,single,61545,MN,Washington,44.84600067,-92.87490082,86365,20221101,4,"CGSun, LLC Community Solar",2017,MISO,PV,c-si,fixed-tilt,180,0,,4,5,greenfield,es,-0.268277
402435,single,61548,MN,Sherburne,45.43009949,-94.01889801,57273,20220327,4,"CF Novel Solar (CSG) Gardens Seven, LLC",2017,MISO,PV,c-si,fixed-tilt,180,20,,3.3,4.5,greenfield,non-agrivoltaic,0.211409
402450,single,61570,MN,Rice,44.52700043,-93.36640167,30524,20211220,4,Veseli Community Solar Garden,2018,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.547319
402451,single,61571,MN,Carver,44.90510178,-94.00039673,32110,20220620,4,New Germany Community Solar Garden,2018,MISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.599874
402453,single,61573,MN,Carver,44.8742981,-93.81469727,21761,20220310,2,Lake Waconia IV Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.118843
402454,single,61574,MN,Goodhue,44.31949997,-92.6678009,21661,20220822,4,Zumbro Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.111953
402462,single,61585,MN,Washington,45.25059891,-92.87149811,152726,20211110,4,Scandia (CSG),2018,MISO,PV,c-si,single-axis,180,0,,5,5,greenfield,non-agrivoltaic,-0.851853
402463,single,61586,MN,Wright,45.06090164,-93.90329742,116395,20220327,4,MontSun Community Solar,2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7.4,greenfield,non-agrivoltaic,-0.136443
402464,single,61587,MN,Wright,45.06100082,-93.9803009,119081,20220327,4,WaveSun Community Solar,2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7.1,greenfield,non-agrivoltaic,-0.228156
402498,single,61626,MN,Rice,44.44380188,-93.19850159,127386,20220313,4,"Dundas Solar Holdings, LLC (CSG)",2018,MISO,PV,c-si,fixed-tilt,180,,,5,6.6,greenfield,non-agrivoltaic,-0.409391
402499,single,61627,MN,Le Sueur,44.19839859,-93.56829834,112347,20220319,4,"Waterville (CSG) Solar Holdings, LLC",2018,MISO,PV,c-si,fixed-tilt,180,,,5,6.6,greenfield,non-agrivoltaic,-0.248495
402524,single,61669,MN,Washington,45.29190063,-92.8125,55780,20211010,4,Scandia Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,,,2.5,3.3,greenfield,non-agrivoltaic,-0.238881
402525,single,61670,MN,Steele,44.13249969,-93.26509857,22635,20220609,4,RJC II Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.176473
402526,single,61671,MN,Goodhue,44.39619827,-92.60910034,58038,20211110,1,Betcher Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,10,,1,1.4,greenfield,non-agrivoltaic,-1.0517401
402533,multi,61686,MN,Chisago,45.47999954,-92.81279755,42311,20211010,4,Johnson 1 Community Solar,2018,MISO,PV,c-si,fixed-tilt,180,52,,1,1.4,greenfield,non-agrivoltaic,-0.843735
402535,single,61690,MN,Goodhue,44.55220032,-92.63700104,138961,20220928,4,Foreman's Hill Community Solar,2018,MISO,PV,c-si,fixed-tilt,180,,,5,7.1,greenfield,non-agrivoltaic,-0.426037
402539,single,61695,MN,Chisago,45.48989868,-92.85179901,27080,20190919,4,Johnson II Community Solar,2018,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.411997
402548,single,61705,MN,Le Sueur,44.28409958,-93.95420074,20446,20211030,4,Acturus Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,25,,1,1.5,greenfield,non-agrivoltaic,0.0906116
402552,single,61709,MN,Pope,45.6711998,-95.3884964,19158,20220912,4,Libra Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,0,,1,1.5,greenfield,non-agrivoltaic,0.205035
402556,single,61713,MN,Murray,43.97809982,-95.85079956,26290,20211227,4,Leo Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,,,1,1.5,greenfield,non-agrivoltaic,-0.287716
402601,single,61793,MN,Rice,44.22669983,-93.42030334,22972,20220609,4,Heyer (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.197522
402730,single,61977,MN,Chisago,45.45930099,-92.89959717,27999,20200927,4,Cornillie,2018,MISO,PV,c-si,fixed-tilt,179,0,,1,1.4,greenfield,non-agrivoltaic,-0.451363
402782,single,62046,MN,Chisago,45.45930099,-92.9016037,26196,20200914,4,USS Nillie Corn Solar (CSG),2018,MISO,PV,c-si,single-axis,180,20,,1,1,greenfield,non-agrivoltaic,-0.725758
402746,single,61997,MN,Sherburne,45.31549835,-93.77030182,30283,20220310,4,USS Big Lake 1 Solar (CSG),2018,MISO,PV,c-si,single-axis,180,0,,1,1,greenfield,non-agrivoltaic,-0.845277
402747,single,61998,MN,Chisago,45.43560028,-92.94529724,27535,20191231,4,USS Good Solar (CSG),2018,MISO,PV,c-si,single-axis,180,20,,1,1,greenfield,non-agrivoltaic,-0.768824
402748,single,61999,MN,Benton,45.62450027,-94.06130219,27674,20220327,4,USS Kasch Solar (CSG),2018,MISO,PV,c-si,single-axis,180,25,,1,1,greenfield,non-agrivoltaic,-0.773055
402749,single,62000,MN,Chisago,45.44760132,-92.92340088,24585,20191231,4,USS Rockpoint Solar (CSG),2018,MISO,PV,c-si,single-axis,180,25,,1,1,PCSC,es,-0.667728
402751,single,62010,MN,Sibley,44.520401,-94.52420044,80375,20220409,4,Gibbon Solar,2019,MISO,PV,c-si,fixed-tilt,180,0,,3.3,4.5,greenfield,non-agrivoltaic,-0.3125
402780,single,62044,MN,Chisago,45.49380112,-92.84490204,30112,20200914,4,USS Solar Dawn (CSG),2018,MISO,PV,c-si,single-axis,180,25,,1,1,greenfield,non-agrivoltaic,-0.840927
402784,single,62048,MN,Chisago,45.49269867,-92.90450287,31039,20200927,4,USS Dubhe Solar (CSG),2018,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.564973
402794,single,62060,MN,Dakota,44.54909897,-93.01650238,51824,20220313,4,Hampton MN GRE,2018,MISO,PV,c-si,single-axis,180,25,,2,2.5,greenfield,non-agrivoltaic,-0.49223
402795,single,62061,MN,Anoka,45.23490143,-93.48370361,57782,20220805,4,Anoka County MN CONX,2018,MISO,PV,c-si,fixed-tilt,180,0,,3.4,4.6,greenfield,non-agrivoltaic,0.235502
402812,multi,62088,MN,Scott,44.55830002,-93.37650299,37253,20211220,4,Schultz (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,1.8,2.6,greenfield,non-agrivoltaic,0.00777
