case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
400124,single,57317,CO,Alamosa,37.69419861,-105.9199982,633315,20211121,4,San Luis Valley Solar Ranch,2011,PSCO,PV,c-si,single-axis,180,0,,30.4,35.1,greenfield,non-agrivoltaic,-0.325605
401439,single,60008,CO,Alamosa,37.69449997,-105.9830017,919214,20211121,4,Hooper Solar,2015,PSCO,PV,c-si,single-axis,180,20,,52,58,greenfield,non-agrivoltaic,-0.147561
401449,single,60023,CO,Weld,40.08359909,-104.7460022,392592,20220417,4,SR Jenkins Ft Lupton,2016,PSCO,PV,thin-film,single-axis,180,25,,13,18.1,greenfield,non-agrivoltaic,-0.54179
401756,multi,60511,CO,El Paso,38.60179901,-104.6940002,266215,20220511,4,Clear Spring Ranch PV Project,2016,WACM,PV,c-si,single-axis,181,10,,10,13.9,greenfield,non-agrivoltaic,-0.400055
401648,multi,60351,CO,Larimer,40.86520004,-105.0130005,611223,20211203,1,"Bison Solar, LLC",2016,PSCO,PV,c-si,single-axis,180,25,,32.4,36.3,greenfield,non-agrivoltaic,-0.233588
401607,multi,60283,CO,Weld,40.22919846,-105.0299988,193358,20220422,4,SR Mavericks,2016,WACM,PV,thin-film,single-axis,180,25,batteries,6.5,8.5,greenfield,non-agrivoltaic,-0.591527
401619,single,60304,CO,Las Animas,37.3716011,-104.4779968,862554,20220224,4,"San Isabel Solar, LLC",2016,PSCO,PV,c-si,single-axis,180,30,,30,37.9,greenfield,non-agrivoltaic,-0.592006
402611,multi,61811,CO,Arapahoe,39.69100189,-104.0139999,1446089,20211129,4,Titan Solar,2018,PSCO,PV,c-si,single-axis,181,30,,50,67.6,greenfield,non-agrivoltaic,-0.526875
402973,multi,62376,CO,El Paso,38.97230148,-104.2529984,869319,20210426,4,Grazing Yak Solar,2019,WACM,PV,c-si,single-axis,181,30,,39.5,47.3,greenfield,non-agrivoltaic,-0.349088
400188,single,57509,CO,El Paso,38.72330093,-104.7829971,31332,20220420,4,Carson Solar I,2007,WACM,PV,c-si,fixed-tilt,180,26,,1.5,2,greenfield,non-agrivoltaic,-0.130507
400922,single,59144,CO,Adams,39.98270035,-104.9410019,32933,20210617,4,Brighton PV Solar Plant,2012,WACM,PV,c-si,fixed-tilt,180,25,,1.8,2.3,greenfield,non-agrivoltaic,0.0088308
400602,single,58547,CO,Montrose,38.27249908,-108.7839966,21553,20200305,4,SMPA Solar 1 Community Solar,2012,PSCO,PV,c-si,fixed-tilt,180,,,1,1.1,greenfield,non-agrivoltaic,-0.427348
400053,multi,56922,CO,Garfield,39.52289963,-107.8130035,35845,20210717,4,WWRF Solar Plant,2009,PSCO,PV,c-si,single-axis,180,0,,1.3,2.2,PCSC,non-agrivoltaic,-0.18751
401927,multi,60764,CO,Adams,39.79159927,-104.4369965,342547,20210513,4,"Victory Solar, LLC",2016,PSCO,PV,c-si,single-axis,180,0,,12.83,16,greenfield,non-agrivoltaic,-0.527753
400079,single,57141,CO,Larimer,40.59120178,-105.1460037,37465,20211115,4,"RV CSU Power, LLC",2009,PSCO,PV,c-si,fixed-tilt,180,16,,1.9,2,greenfield,non-agrivoltaic,-0.372919
400187,single,57507,CO,Larimer,40.59280014,-105.1480026,65846,20210922,4,"RV CSU Power II, LLC",2010,PSCO,PV,c-si,single-axis,180,25,,3,3.3,greenfield,non-agrivoltaic,-0.448691
400218,single,57645,CO,Denver,39.9029007,-104.6589966,83625,20220120,4,City & County of Denver at Denver Int'l,2011,PSCO,PV,c-si,fixed-tilt,180,,,3.4,4.5,greenfield,non-agrivoltaic,-0.362978
400241,multi,57681,CO,Boulder,40.04800034,-105.1809998,24632,20220627,4,City of Boulder WWTP,2010,PSCO,PV,c-si,fixed-tilt,180,,,0.9,1,greenfield,non-agrivoltaic,-0.669529
400548,multi,58481,CO,Pueblo,38.31489944,-104.572998,88454,20211111,4,CSU Pueblo,2008,WACM,PV,c-si,single-axis,180,,,1,1.2,greenfield,non-agrivoltaic,-1.29662
400962,single,59198,CO,Logan,40.63190079,-103.1959991,46615,20211128,4,Sterling PV 3,2014,PSCO,PV,c-si,single-axis,180,0,,1.6,2,greenfield,non-agrivoltaic,-0.616008
400963,single,59199,CO,Mesa,39.06760025,-108.5090027,32529,20210806,4,Mesa PV1,2014,PSCO,PV,c-si,single-axis,135,0,,1.6,2,greenfield,non-agrivoltaic,-0.184999
400973,single,59239,CO,Garfield,39.52600098,-107.6959991,17419,20211121,4,"Eagle Springs Solar, LLC",2013,PSCO,PV,c-si,single-axis,180,10,,1,1.1,greenfield,non-agrivoltaic,-0.146353
401078,single,59462,CO,Denver,39.89889908,-104.6650009,63268,20220315,2,Denver Intl Airport IV Solar,2014,PSCO,PV,c-si,fixed-tilt,180,,,1.5,2,greenfield,non-agrivoltaic,-0.877994
401269,single,59742,CO,Garfield,39.41260147,-107.1579971,41125,20210609,4,Sunnyside Ranch Community Solar Array,2015,PSCO,PV,c-si,fixed-tilt,180,,,1.5,1.8,greenfield,non-agrivoltaic,-0.595956
401306,multi,59807,CO,Denver,39.90209961,-104.6729965,68700,20220422,2,Airport 1 Solar (DIA),2009,PSCO,PV,c-si,fixed-tilt,180,30,,1.5,1.6,greenfield,non-agrivoltaic,-1.07105
401333,multi,59848,CO,El Paso,38.77320099,-104.7460022,78572,20220420,4,"Pikes Peak Solar Garden 1, LLC (CSG)",2015,WACM,PV,c-si,single-axis,180,25,,2,2.5,greenfield,non-agrivoltaic,-0.873206
401335,single,59850,CO,Adams,39.78630066,-104.586998,60588,20220407,4,"Adams Community Solar Garden III, LLC",2015,PSCO,PV,c-si,single-axis,180,25,,1.2,1.5,greenfield,non-agrivoltaic,-1.0369999
401588,single,60247,CO,Weld,40.41989899,-104.8939972,139934,20200801,4,Valley View Solar,2015,WACM,PV,thin-film,single-axis,180,25,,4,5.5,greenfield,non-agrivoltaic,-0.699533
401631,multi,60320,CO,Jefferson,39.85969925,-105.151001,30455,20220422,4,"Jeffco Community Solar Gardens, LLC",2016,PSCO,PV,c-si,single-axis,180,25,,1.2,1.5,greenfield,non-agrivoltaic,-0.468734
401748,single,60497,CO,Weld,40.5802002,-104.8949966,116167,20200801,1,SR Skylark B,2016,WACM,PV,thin-film,single-axis,180,20,,2,2.7,greenfield,non-agrivoltaic,-1.07215
401891,single,60720,CO,Weld,40.23130035,-104.788002,44352,20220417,4,Weld 1 Community Solar Array,2017,PSCO,PV,thin-film,single-axis,180,25,,1.5,2,greenfield,non-agrivoltaic,-0.565222
401892,single,60722,CO,Logan,40.61349869,-103.1500015,41687,20210711,4,Logan 1 Community Solar Array,2017,PSCO,PV,c-si,single-axis,180,15,,1.7,2,greenfield,non-agrivoltaic,-0.498345
401893,single,60723,CO,Conejos,37.19060135,-105.9850006,41143,20211202,4,Conejos 1 Community Solar Array,2017,PSCO,PV,c-si,single-axis,180,22,,1.5,2,greenfield,non-agrivoltaic,-0.483629
403517,single,63278,CO,Adams,39.78490067,-104.5849991,39604,20220407,4,CO LI (CSG) 1-Kamerra,2019,PSCO,PV,c-si,single-axis,180,22,,1.5,2,greenfield,non-agrivoltaic,-0.439806
401896,single,60726,CO,Adams,39.7655983,-104.5910034,45954,20220315,4,Xcel Adams 1 Community Solar Array,2017,PSCO,PV,thin-film,single-axis,180,22,,1.8,2,greenfield,non-agrivoltaic,-0.601691
402266,multi,61314,CO,Weld,40.38570023,-104.5490036,54159,20200801,1,SR Kersey,2017,WACM,PV,thin-film,single-axis,180,22,,3.5,4.7,greenfield,non-agrivoltaic,0.401882
402341,multi,61425,CO,Larimer,40.50049973,-105.1320038,27570,20210922,4,Coyote Ridge Community Solar,2017,WACM,PV,c-si,single-axis,180,32,,1.5,1.9,landfill,non-agrivoltaic,-0.0125881
402378,single,61472,CO,Conejos,37.07109833,-106.0049973,11766,20211202,4,San Luis Solar Garden,2017,PSCO,PV,c-si,single-axis,180,35,,1.2,1.5,greenfield,non-agrivoltaic,1.34618
402448,single,61563,CO,Adams,39.75999832,-104.6210022,33957,20220407,4,Denver Metro Solar,2017,PSCO,PV,c-si,single-axis,180,0,,1.6,2,greenfield,non-agrivoltaic,-0.244981
402480,single,61605,CO,Saguache,37.76959991,-106.2129974,64374,20211121,4,San Luis Valley Solar Array,2017,PSCO,PV,c-si,single-axis,180,0,,2.7,3.1,greenfield,non-agrivoltaic,-0.494181
402481,single,61606,CO,Baca,37.38550186,-102.4670029,112581,20201009,4,Vilas Solar Array,2017,PSCO,PV,c-si,single-axis,180,25,,4,5,greenfield,non-agrivoltaic,-0.581028
402580,multi,61752,CO,Arapahoe,39.63669968,-104.6579971,86256,20220315,4,Quincy II Solar Garden,2018,PSCO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-1.10033
402742,multi,61991,CO,Adams,39.76169968,-104.4589996,1033880,20220120,4,"Pioneer Solar (CO), LLC",2021,PSCO,PV,c-si,single-axis,180,25,,80,99.9,greenfield,non-agrivoltaic,0.630269
402897,single,62224,CO,Weld,40.42630005,-104.6439972,32851,20211213,4,"Oak Leaf Solar XXVII, LLC",2018,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.19898
402901,single,62239,CO,Alamosa,37.45740128,-105.8830032,33878,20211121,4,"Oak Leaf Solar XXX, LLC (CSG)",2018,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.241795
402905,single,62243,CO,Arapahoe,39.6391983,-104.5559998,23503,20210408,2,Oak Leaf Solar XXI (CSG),2018,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,0.362769
402906,single,62244,CO,Mesa,39.14590073,-108.3199997,32288,20210407,4,"Oak Leaf Solar XXXI, LLC (CSG)",2018,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.174352
402907,single,62245,CO,Arapahoe,39.6405983,-104.5550003,15386,20200822,2,"Oak Leaf Solar XXV, LLC (CSG)",2018,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,1.40423
402911,single,62252,CO,Arapahoe,39.64030075,-104.5589981,33356,20220120,2,"Oak Leaf Solar XXII, LLC (CSG)",2019,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.220362
402914,single,62255,CO,Weld,40.23789978,-104.7799988,31011,20220417,4,"Oak Leaf Solar XXVIII, LLC (CSG)",2019,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.115179
402915,multi,62256,CO,Adams,39.8044014,-104.6169968,74441,20220315,4,"Oak Leaf Solar XXIII, LLC (CSG)",2019,PSCO,PV,c-si,single-axis,180,15,,1.5,2,greenfield,non-agrivoltaic,-0.988064
403031,multi,62495,CO,El Paso,38.63240051,-104.6620026,817086,20220414,4,Palmer Solar,2020,WACM,PV,c-si,single-axis,180,0,,60,81.5,greenfield,non-agrivoltaic,0.702612
403125,multi,62663,CO,Weld,40.28829956,-104.7850037,40947,20211227,4,Gilcrest Solar,2018,WACM,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.478231
403159,multi,62718,CO,Mesa,39.04769897,-108.4189987,27287,20220402,4,Mesa (CSG) 2 Massicotte,2019,PSCO,PV,c-si,fixed-tilt,180,25,,1.5,2,greenfield,non-agrivoltaic,0.0890107
403160,single,62719,CO,Mesa,39.11050034,-108.6529999,32663,20220430,4,Mesa (CSG) 1 Murdock,2019,PSCO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.19085
403443,single,63163,CO,Grand,39.9598999,-105.8470001,21977,20210609,4,Tom Sifers Solar,2019,WACM,PV,c-si,single-axis,180,25,,1,1.3,greenfield,non-agrivoltaic,-0.239072
403444,single,63164,CO,Jackson,40.81280136,-106.2890015,21593,20210907,4,Whiskey Hill Solar,2019,WACM,PV,c-si,single-axis,180,25,,1,1.3,greenfield,non-agrivoltaic,-0.214668
403515,single,63276,CO,Adams,39.77679825,-104.586998,35301,20220315,4,Mtn. Solar 1,2019,PSCO,PV,c-si,single-axis,180,25,,1.5,1.9,greenfield,non-agrivoltaic,-0.362719
403516,single,63277,CO,Adams,39.76739883,-104.5899963,36949,20220315,4,Mtn. Solar 2,2019,PSCO,PV,c-si,single-axis,180,20,,1.5,1.9,greenfield,non-agrivoltaic,-0.41841
403596,single,63379,CO,Morgan,40.28020096,-103.6179962,33620,20210207,4,Mtn. Solar 3 (CSG),2020,PSCO,PV,c-si,single-axis,180,25,,1.5,2,greenfield,non-agrivoltaic,-0.231285
403739,single,63586,CO,Weld,40.38769913,-104.5510025,62551,20200801,1,SR Kersey II,2019,WACM,PV,c-si,single-axis,60,25,,1,1.2,greenfield,non-agrivoltaic,-1.16629
403777,single,63681,CO,Chaffee,38.53649902,-106.0770035,30876,20211128,4,"Oak Leaf Solar XXXIII, LLC (Lantz)",2020,PSCO,PV,c-si,single-axis,180,0,,3,4,greenfield,non-agrivoltaic,1.39407
403815,single,63753,CO,Weld,40.22829819,-104.7750015,34405,20220417,4,"Platteville Solar (CSG), LLC",2020,PSCO,PV,thin-film,single-axis,180,0,,1.3,1.6,greenfield,non-agrivoltaic,-0.532487
403826,multi,63770,CO,Pueblo,38.19260025,-104.598999,7051041,20211111,4,Bighorn Solar 1,2021,PSCO,PV,unknown,single-axis,180,32,,240,300,greenfield,non-agrivoltaic,-0.624307
403957,single,64021,CO,Weld,40.45619965,-104.5790024,41573,20200801,4,"Alden Solar (CSG), LLC",2020,PSCO,PV,thin-film,single-axis,180,25,,1.6,2,greenfield,non-agrivoltaic,-0.495293
403960,single,64024,CO,Rio Grande,37.5719986,-106.1009979,42773,20211121,4,"Monte Vista Solar 2 (CSG), LLC",2020,PSCO,PV,thin-film,single-axis,180,25,,1.6,2,greenfield,non-agrivoltaic,-0.526604
403966,multi,64031,CO,Fremont,38.46590042,-105.2129974,33999,20201106,4,"Fremont CO 1, LLC",2020,PSCO,PV,c-si,single-axis,180,32,,1.8,2,greenfield,non-agrivoltaic,-0.246669
404060,single,64200,CO,Boulder,40.12269974,-105.1299973,18000,20220611,4,Jack's Solar Garden,2020,PSCO,PV,c-si,single-axis,180,32,,1,1.2,greenfield,"crop,es",-0.064758
404094,single,64265,CO,Alamosa,37.39379883,-105.9069977,42564,20211121,4,Rock Creek 2 (CSG),2020,WACM,PV,c-si,fixed-tilt,180,,,1.6,2,greenfield,non-agrivoltaic,-0.521277
404095,single,64266,CO,Alamosa,37.45240021,-105.8600006,41696,20211121,4,Alamosa Solar South (CSG),2021,PSCO,PV,unknown,,180,32,,1.6,2,greenfield,non-agrivoltaic,-0.498585
404140,single,64355,CO,Crowley,38.20999908,-103.7460022,41520,20201120,4,"NSE Camber BH (CSG) 2, LLC",2021,WACM,PV,unknown,,180,20,,2,2,greenfield,non-agrivoltaic,-0.493868
404158,single,64386,CO,Weld,40.31740189,-104.7720032,97071,20211227,4,Gilcrest V (CSG),2021,PSCO,PV,unknown,,180,20,,4.8,5,greenfield,non-agrivoltaic,-0.416405
404368,multi,64831,CO,Denver,39.89749908,-104.6660004,109379,20220315,1,"Oak Leaf Solar XVIII, LLC",2021,SWPP,PV,unknown,single-axis,180,20,,9,11.8,greenfield,non-agrivoltaic,0.891382
404386,single,64880,CO,Adams,39.75220108,-104.6679993,31606,20220315,4,Venture 1-1A (CSG),2021,PSCO,PV,unknown,,180,25,,1.5,2,greenfield,non-agrivoltaic,-0.143345
404413,single,65084,CO,Pitkin,39.24610138,-106.875,87183,20211020,4,Pitkin County Solar,2021,WACM,PV,unknown,,180,25,,5,6,greenfield,non-agrivoltaic,-0.0147857
404432,single,65178,CO,Jefferson,39.72779846,-105.112999,31427,20220623,4,Mtn. Solar 4 (CSG),2021,PSCO,PV,unknown,,180,20,,1.5,2,greenfield,non-agrivoltaic,-0.134983
404437,single,65235,CO,Adams,39.75220108,-104.6660004,31828,20220315,4,Venture 2,2021,PSCO,PV,unknown,,180,20,,1.5,2,greenfield,non-agrivoltaic,-0.153584
404438,single,65236,CO,Adams,39.75019836,-104.6679993,32215,20220417,4,Venture 3-1C,2021,PSCO,PV,unknown,,180,20,,1.5,2,greenfield,non-agrivoltaic,-0.171096
404439,single,65237,CO,Adams,39.75030136,-104.6660004,31491,20220417,4,Venture 4-1D,2021,PSCO,PV,unknown,,180,20,,1.5,2,greenfield,non-agrivoltaic,-0.137984
402916,single,62260,CO,Chaffee,38.81529999,-106.1100006,56303,20211128,4,Trout Creek Solar,2019,PSCO,PV,c-si,single-axis,180,30,,2,2.7,greenfield,non-agrivoltaic,-0.49885
400034,multi,56481,CO,Alamosa,37.68909836,-105.8759995,246044,20211121,4,SunE Alamosa,2007,PSCO,PV,"c-si,cpv","fixed-tilt,single-axis,dual-axis",180,25,,6.9,9.2,greenfield,non-agrivoltaic,-0.743902
402913,single,62254,CO,Denver,39.90090179,-104.6600037,32755,20220315,1,"Oak Leaf Solar XXVI, LLC",2019,PSCO,PV,c-si,single-axis,180,30,,1.5,2,greenfield,non-agrivoltaic,-0.19484
401226,single,59656,CO,Pueblo,38.207901,-104.5630035,1233591,20220228,4,Comanche Solar,2016,PSCO,PV,c-si,single-axis,180,20,,120,150,greenfield,non-agrivoltaic,1.20954
402581,multi,61753,CO,Adams,39.78919983,-104.5920029,227189,20220407,2,Imboden Solar Garden,2018,PSCO,PV,c-si,single-axis,180,25,,3,3.8,greenfield,non-agrivoltaic,-1.22332
401589,multi,60248,CO,Weld,40.57759857,-104.8960037,56437,20200801,2,Skylark,2015,WACM,PV,thin-film,single-axis,180,25,batteries,4,5.5,greenfield,non-agrivoltaic,0.649466
403128,multi,62667,CO,Boulder,39.98210144,-105.060997,41595,20220530,2,"Lafayette Horizon Solar (CSG), LLC",2019,PSCO,PV,thin-film,single-axis,180,25,,1.6,2,greenfield,non-agrivoltaic,-0.495883
403870,multi,63869,CO,Boulder,40.0909996,-105.1910019,128698,20220611,4,IBM Solar,2019,PSCO,PV,c-si,single-axis,180,,,8.1,9.7,greenfield,non-agrivoltaic,0.137154
402369,multi,61462,CO,Weld,40.17860031,-104.6910019,451193,20220417,4,SR Platte Solar Farm,2017,PSCO,PV,thin-film,single-axis,180,25,,16,21.8,greenfield,non-agrivoltaic,-0.490463
404036,multi,64152,CO,Weld,40.1875,-104.6940002,144273,20210612,4,SR Rattlesnake,2020,WACM,PV,thin-film,single-axis,180,25,,6,8.9,greenfield,non-agrivoltaic,-0.180243
402910,multi,62251,CO,Garfield,39.52299881,-107.8150024,63740,20220718,1,Oak Leaf Solar XXXII (CSG),2019,PSCO,PV,c-si,single-axis,180,25,,1.5,2,greenfield,non-agrivoltaic,-0.883424
401574,multi,60225,CT,New London,41.57139969,-72.15670013,39521,20210707,4,CMEEC-Bozrah,2016,ISNE,PV,c-si,fixed-tilt,180,30,,2.5,3.2,greenfield,non-agrivoltaic,0.267053
403110,single,62639,CT,Hartford,41.7635994,-72.55789948,14724,20220422,4,Manchester Community College East,2018,ISNE,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,0.594463
403506,single,63262,CT,Litchfield,42.00880051,-73.33789825,21023,20201110,4,Becton Canaan,2019,ISNE,PV,c-si,fixed-tilt,175,0,,2.5,3.3,greenfield,non-agrivoltaic,2.03019
401821,multi,60605,CT,New London,41.5387001,-72.11959839,29077,20210707,4,CMEEC-Rogers Rd Solar,2017,ISNE,PV,c-si,fixed-tilt,180,,,1.5,1.5,landfill,non-agrivoltaic,-0.414584
403111,multi,62640,CT,Hartford,41.76350021,-72.56289673,17079,20220422,4,Manchester Community College North,2018,ISNE,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,0.290307
403491,single,63240,CT,New London,41.58300018,-71.9036026,22467,20220311,2,Jackson Solar (CT),2019,ISNE,PV,c-si,fixed-tilt,180,20,,1,1.2,greenfield,non-agrivoltaic,-0.372258
403580,multi,63358,CT,Hartford,41.64369965,-72.73960114,39840,20210515,4,Corbin Russwin Phase 3 Berlin,2018,ISNE,PV,c-si,fixed-tilt,162,25,,1,1.4,greenfield,non-agrivoltaic,-0.796125
403591,single,63374,CT,Middlesex,41.54919815,-72.70729828,15137,20210515,4,"CP Middletown Solar I, LLC",2019,ISNE,PV,c-si,fixed-tilt,180,25,,1,1.3,greenfield,non-agrivoltaic,0.381021
403592,single,63375,CT,Middlesex,41.54940033,-72.70610046,15227,20210515,4,"CP Middletown Solar II, LLC",2019,ISNE,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,0.369245
401472,single,60054,CT,Fairfield,41.15570068,-73.21099854,39996,20220805,4,UI RCP Bridgeport Seaside,2016,ISNE,PV,c-si,single-axis,180,0,,2.2,2.8,landfill,non-agrivoltaic,0.0127337
402014,single,60880,CT,Tolland,41.9640007,-72.3082962,36153,20210313,4,Stafford MS Ground Mount Community Solar,2016,ISNE,PV,c-si,fixed-tilt,180,25,,2,2.6,greenfield,non-agrivoltaic,0.0570335
402031,single,60909,CT,Hartford,41.79159927,-72.65139771,20032,20220510,4,Hartford Landfill Solar EGF,2014,ISNE,PV,c-si,fixed-tilt,180,20,,1,1.2,landfill,non-agrivoltaic,-0.22164
401824,multi,60609,CT,New London,41.57780075,-72.10479736,54250,20210707,1,CMEEC-Norwich Stott St Solar Hybrid,2016,ISNE,PV,c-si,fixed-tilt,180,25,,3.5,4.8,greenfield,non-agrivoltaic,0.441268
401822,multi,60607,CT,New London,41.38290024,-72.0786972,59681,20210707,4,CMEEC-Polaris Park Solar Hybrid,2017,ISNE,PV,c-si,fixed-tilt,180,0,,3.5,4.8,greenfield,non-agrivoltaic,0.254479
401823,multi,60608,CT,New London,41.39789963,-72.07730103,16683,20210408,4,CMEEC-Navy NE Trident,2017,ISNE,PV,c-si,fixed-tilt,180,25,,1,1.4,greenfield,non-agrivoltaic,0.335446
402322,multi,61398,CT,Hartford,42.00910187,-72.65049744,36401,20220617,4,Canis Major Solar Farm,2016,ISNE,PV,c-si,fixed-tilt,180,0,,2,2.9,greenfield,non-agrivoltaic,0.23686
402328,single,61408,CT,Litchfield,41.89189911,-72.98919678,17418,20220510,4,Canis Minor Solar Farm,2016,ISNE,PV,c-si,fixed-tilt,180,25,,1,1.5,landfill,non-agrivoltaic,0.386485
402429,single,61541,CT,Hartford,41.64300156,-72.63339996,59789,20210515,4,Town of Rocky Hill PV (CSG),2018,ISNE,PV,c-si,single-axis,180,0,,3,3.9,greenfield,non-agrivoltaic,-0.098101
402567,single,61728,CT,Windham,41.94409943,-71.88430023,43675,20220311,4,Barrett Farm Solar-Phase I,2017,ISNE,PV,c-si,fixed-tilt,161,25,,2.4,2.4,greenfield,non-agrivoltaic,-0.336539
402761,single,62021,CT,New London,41.61840057,-72.14260101,18083,20210707,4,Franklin Solar,2018,ISNE,PV,c-si,fixed-tilt,180,,,1,1.2,greenfield,non-agrivoltaic,-0.0718567
402805,single,62076,CT,New Haven,41.27190018,-72.79170227,19936,20220221,4,Town of Branford,2018,ISNE,PV,c-si,single-axis,180,0,,1.1,1.4,greenfield,non-agrivoltaic,0.0177845
400784,multi,58876,CT,New London,41.64030075,-72.04689789,376819,20210727,4,"Fusion Solar Center, LLC",2018,ISNE,PV,c-si,fixed-tilt,180,0,,20,31.2,greenfield,non-agrivoltaic,0.309478
402573,multi,61736,CT,Windham,41.83300018,-71.92060089,302382,20220311,4,Woods Hill Solar,2018,ISNE,PV,c-si,fixed-tilt,181,0,,20,24.2,greenfield,non-agrivoltaic,0.245283
400607,multi,58554,CT,Tolland,41.9557991,-72.45410156,142845,20210514,4,"Somers Solar Center, LLC",2013,ISNE,PV,c-si,single-axis,180,0,,5,7.4,greenfield,non-agrivoltaic,-0.409544
401103,multi,59495,CT,New London,41.41619873,-72.23470306,80630,20210707,4,"Antares-GRE 314 East Lyme, LLC",2014,ISNE,PV,c-si,fixed-tilt,180,20,,4,5,greenfield,non-agrivoltaic,-0.172748
403490,single,63239,CT,New London,41.58269882,-71.9016037,16786,20220311,2,Sherman Solar,2019,ISNE,PV,c-si,fixed-tilt,180,0,,1,1.2,greenfield,non-agrivoltaic,0.0470944
402762,multi,62023,CT,New London,41.65579987,-72.16000366,82636,20210707,2,Wilson Solar,2018,ISNE,PV,c-si,fixed-tilt,180,,,1,1.2,greenfield,non-agrivoltaic,-1.27446
403507,single,63263,CT,Windham,41.67869949,-71.90409851,13216,20210727,4,Plainfield Solar 2,2020,ISNE,PV,c-si,fixed-tilt,180,0,,1,1.2,greenfield,non-agrivoltaic,0.495083
404149,multi,64370,CT,Windham,41.67750168,-71.89990234,12619,20210727,4,Plainfield Solar 1,2020,ISNE,PV,c-si,fixed-tilt,180,,,1,1.2,greenfield,non-agrivoltaic,0.594738
404159,multi,64387,CT,Windham,41.74349976,-71.92839813,542528,20220311,4,Quinebaug Solar,2021,ISNE,PV,unknown,fixed-tilt,180,10,batteries,49.4,63.4,greenfield,non-agrivoltaic,1.0996701
404398,single,64977,CT,Litchfield,41.82910156,-73.07489777,32450,20210611,4,"Torrington Solar One, LLC",2021,ISNE,PV,unknown,,180,15,batteries,2,2,greenfield,non-agrivoltaic,-0.181526
404064,single,64217,CT,Tolland,42.03150177,-72.50409698,60684,20211215,2,Blair Solar,2021,ISNE,PV,unknown,,180,5,,1,1,greenfield,non-agrivoltaic,-1.2290601
403120,single,62657,CT,Hartford,41.90399933,-72.79699707,137297,20220510,4,DWW Solar ll,2019,ISNE,PV,c-si,fixed-tilt,180,25,,26.4,49.5,greenfield,non-agrivoltaic,6.7525702
403743,multi,63592,CT,Hartford,41.97439957,-72.50859833,297407,20210514,4,Nutmeg Solar,2020,ISNE,PV,c-si,fixed-tilt,180,0,,19.6,31.6,greenfield,non-agrivoltaic,0.853567
404254,multi,64559,CT,New Haven,41.44240189,-72.83930206,144253,20210519,4,Wallingford Solar,2021,ISNE,PV,unknown,single-axis,180,5,,16.1,20.7,landfill,non-agrivoltaic,1.71763
404399,single,64978,CT,Hartford,41.69110107,-72.97899628,47209,20220510,4,"Bristol Solar One, LLC",2021,ISNE,PV,unknown,,180,15,,3,4.1,greenfield,non-agrivoltaic,0.403421
404400,single,64979,CT,Litchfield,41.61360168,-73.15090179,33011,20220322,4,"Watertown Solar One, LLC",2021,ISNE,PV,unknown,,180,25,batteries,2,2.8,greenfield,non-agrivoltaic,0.356382
403495,single,63244,CT,Windham,41.76990128,-72.07959747,17706,20210727,4,Sydney Solar,2020,ISNE,PV,c-si,fixed-tilt,180,0,,2,2.4,greenfield,non-agrivoltaic,1.53319
402971,multi,62374,DC,District of Columbia,38.8526001,-77.00930023,15913,20220630,4,JBAB-Washington DC,2019,PJM,PV,c-si,fixed-tilt,70,20,,5.9,7,greenfield,non-agrivoltaic,8.5936098
403638,single,63428,DC,District of Columbia,38.93700027,-76.96800232,20301,20220619,4,"IGS CC, LLC",2020,PJM,PV,c-si,fixed-tilt,180,,,1.5,2,greenfield,non-agrivoltaic,0.674138
400134,multi,57337,DE,Kent,39.18600082,-75.50749969,210196,20210929,4,Dover Sun Park,2011,PJM,PV,c-si,single-axis,180,20,,10,11.3,greenfield,non-agrivoltaic,-0.364192
400421,single,58228,DE,Kent,38.92480087,-75.44869995,197758,20210330,4,Milford Solar Farm,2012,PJM,PV,c-si,fixed-tilt,180,25,,12,15,greenfield,non-agrivoltaic,0.148291
